long,lat,nro_registro,tipo_activ,comuna,U46,calle,calle_altura,calle_chapa,ubicacion,nombre_cientifico,ancho_acera,estado_plantera,ubicacion_plantera,nivel_plantera,diametro_altura_pecho,altura_arbol,ultima_actualizacion
-58.37856289,-34.59490232,26779,Lineal,1,No corresponde,Esmeralda,1000,0.0,,Tipuana tipu,5.5,Ocupada,Regular,A nivel,88.0,34.0,2012-03-02
-58.38153203,-34.5923187,30887,Lineal,1,manzana,Pellegrini Carlos,1300,0.0,Exacta,Peltophorum dubium,4.5,Ocupada,Regular,Elevada,6.0,5.0,2006-02-05
-58.37910316,-34.5919391,30904,Lineal,1,E,Arroyo,800,0.0,Exacta,Fraxinus pennsylvanica,4,Ocupada,Regular,A nivel,7.0,6.0,2009-08-16
-58.38070957,-34.591548,31336,Lineal,1,E,Arroyo,900,0.0,LD,Fraxinus pennsylvanica,,Ocupada,Regular,A nivel,9.0,29.0,2010-11-27
-58.38070957,-34.591548,31337,Lineal,1,E,Arroyo,900,0.0,LA,Jacaranda mimosifolia,,Ocupada,Regular,A nivel,13.0,8.0,2002-10-21
-58.38104321,-34.59158395,31344,Lineal,1,E,Arroyo,900,0.0,Exacta,Fraxinus pennsylvanica,3.5,Ocupada,Regular,A nivel,29.0,15.0,2009-01-24
-58.38096779,-34.59157583,31346,Lineal,1,E,Arroyo,900,0.0,LA,Fraxinus pennsylvanica,4.5,Ocupada,Regular,A nivel,21.0,12.0,2022-10-16
-58.37335616,-34.59487138,31864,Lineal,1,E,Reconquista,1100,0.0,En frente,Jacaranda mimosifolia,,Ocupada,,A nivel,8.0,3.0,2004-02-16
-58.38081168,-34.591559,31354,Lineal,1,E,Arroyo,900,0.0,Exacta,Jacaranda mimosifolia,,Ocupada,Regular,A nivel,38.0,15.0,2022-07-10
-58.37983917,-34.5928205,32142,Lineal,1,E,Juncal,800,0.0,Exacta,Tilia x moltkei,2.8,Ocupada,Regular,A nivel,25.0,12.0,2001-03-01
-58.38070957,-34.591548,31374,Lineal,1,E,Arroyo,900,0.0,Exacta,Fraxinus pennsylvanica,4.5,Ocupada,Regular,A nivel,22.0,13.0,2001-04-09
-58.38088264,-34.59156665,31375,Lineal,1,E,Arroyo,900,0.0,Exacta,Fraxinus pennsylvanica,4.5,Ocupada,Regular,A nivel,28.0,15.0,2001-11-28
-58.38294909,-34.5929798,32187,Lineal,1,E,Cerrito,1200,0.0,Exacta,Fraxinus pennsylvanica,6,Ocupada,Fuera de lÃÂ­nea,A nivel,45.0,12.0,2013-11-09
-58.38294834,-34.59299657,32192,Lineal,1,E,Cerrito,1200,0.0,Exacta,Ficus benjamina,,Ocupada,Regular,A nivel,60.0,11.0,2017-12-20
-58.38150379,-34.59171923,31404,Lineal,1,E,Pellegrini Carlos,1300,0.0,Exacta,Liquidambar styraciflua,4.5,Ocupada,Regular,Elevada,25.0,10.0,2005-07-30
-58.38150379,-34.59171923,31406,Lineal,1,E,Pellegrini Carlos,1300,0.0,LA,No identificado,4.5,Ocupada,Regular,Elevada,50.0,7.0,2010-04-05
-58.38153596,-34.59240198,31407,Lineal,1,E,Pellegrini Carlos,1300,0.0,Exacta,Phoenix loureiri,4.5,Ocupada,Regular,Elevada,15.0,3.0,2000-08-13
-58.38154711,-34.59263867,31411,Lineal,1,E,Pellegrini Carlos,1300,0.0,Exacta,Phoenix roebelenii,7,Ocupada,Regular,Elevada,15.0,3.0,2020-12-28
-58.38151464,-34.59194952,31413,Lineal,1,E,Pellegrini Carlos,1300,0.0,LD,No identificado,7,Ocupada,Regular,Elevada,110.0,21.0,2012-02-08
-58.38151464,-34.59194952,31414,Lineal,1,E,Pellegrini Carlos,1300,0.0,LD,Phoenix roebelenii,7,Ocupada,Regular,Elevada,15.0,3.0,2007-11-13
-58.37916495,-34.59186292,31415,Lineal,1,E,Arroyo,800,0.0,Exacta,Fraxinus pennsylvanica,4,Ocupada,Regular,A nivel,23.0,18.0,2016-07-03
-58.37889028,-34.59220154,31418,Lineal,1,E,Arroyo,800,0.0,Exacta,Fraxinus pennsylvanica,4,Ocupada,Regular,A nivel,28.0,28.0,2018-04-19
-58.37928687,-34.59171262,32146,Lineal,1,E,Arroyo,800,0.0,Exacta,Fraxinus pennsylvanica,4,Ocupada,Regular,A nivel,8.0,11.0,2016-10-07
-58.379281,-34.59169328,32147,Lineal,1,E,Arroyo,800,0.0,Exacta,Fraxinus pennsylvanica,4,Ocupada,Regular,A nivel,10.0,15.0,2015-01-22
-58.37959732,-34.59145868,32148,Lineal,1,E,Arroyo,800,0.0,Exacta,Tilia x moltkei,4,Ocupada,Regular,A nivel,20.0,12.0,2020-05-09
-58.37972596,-34.59142197,32150,Lineal,1,E,Arroyo,800,0.0,LD,Tilia x moltkei,4,Ocupada,Regular,A nivel,25.0,16.0,2009-12-22
-58.37980287,-34.59147533,32151,Lineal,1,E,Arroyo,800,0.0,Exacta,Fraxinus pennsylvanica,4,Ocupada,Regular,A nivel,15.0,16.0,2012-02-18
-58.37980287,-34.59147533,32152,Lineal,1,E,Arroyo,800,0.0,Exacta,Fraxinus pennsylvanica,4,Ocupada,Regular,A nivel,10.0,9.0,2005-03-14
-58.37983253,-34.59147417,32154,Lineal,1,E,Arroyo,800,0.0,Exacta,Fraxinus pennsylvanica,4,Ocupada,Regular,A nivel,14.0,14.0,2002-08-28
-58.37991985,-34.59146613,32156,Lineal,1,E,Arroyo,800,0.0,Exacta,Fraxinus pennsylvanica,4,Ocupada,Regular,A nivel,30.0,17.0,2000-05-24
-58.38009061,-34.59172816,32161,Lineal,1,E,Suipacha,1300,0.0,Exacta,Tilia x moltkei,2.8,Ocupada,Regular,A nivel,4.0,3.0,2022-08-28
-58.38008592,-34.59182279,32163,Lineal,1,E,Suipacha,1300,0.0,Exacta,Tilia x moltkei,2.8,Ocupada,Regular,A nivel,3.0,3.0,2009-03-18
-58.37895654,-34.59211986,31430,Lineal,1,E,Arroyo,800,0.0,Exacta,Fraxinus pennsylvanica,4,Ocupada,Regular,A nivel,25.0,30.0,2021-12-27
-58.38151362,-34.59192786,31434,Lineal,1,E,Pellegrini Carlos,1300,0.0,LA,Washingtonia filifera,4.5,Sobreocupada,Regular,Elevada,45.0,17.0,2008-09-01
-58.38113747,-34.59159411,31435,Lineal,1,E,Arroyo,900,0.0,LD,Jacaranda mimosifolia,,Ocupada,Regular,A nivel,4.0,3.0,2012-07-15
-58.38070957,-34.591548,31440,Lineal,1,E,Arroyo,900,0.0,LA,Fraxinus pennsylvanica,,Ocupada,Regular,A nivel,38.0,13.0,2017-05-01
-58.37904641,-34.59200906,31442,Lineal,1,E,Arroyo,800,0.0,Exacta,Fraxinus pennsylvanica,4,Ocupada,Regular,A nivel,23.0,30.0,2007-04-11
-58.38132739,-34.59161458,31443,Lineal,1,E,Arroyo,900,0.0,Exacta,Ficus benjamina,4.5,Ocupada,Regular,A nivel,48.0,12.0,2005-05-20
-58.3815244,-34.59215675,31444,Lineal,1,E,Pellegrini Carlos,1300,0.0,Exacta,Fraxinus pennsylvanica,4.5,Sobreocupada,Regular,Elevada,18.0,10.0,2000-12-18
-58.38070957,-34.591548,31447,Lineal,1,E,Arroyo,900,0.0,LD,Fraxinus pennsylvanica,,Ocupada,Regular,A nivel,62.0,9.0,2009-08-30
-58.37916495,-34.59186292,31452,Lineal,1,E,Arroyo,800,0.0,Exacta,Fraxinus pennsylvanica,4,Ocupada,Regular,A nivel,20.0,18.0,2001-07-08
-58.38154711,-34.59263867,31453,Lineal,1,E,Pellegrini Carlos,1300,0.0,LD,Phoenix roebelenii,7,Ocupada,Regular,Elevada,12.0,3.0,2004-06-30
-58.38113747,-34.59159411,31454,Lineal,1,E,Arroyo,900,0.0,LD,Jacaranda mimosifolia,4.5,Ocupada,Regular,A nivel,11.0,8.0,2003-04-03
-58.38292551,-34.59350876,32205,Lineal,1,E,Cerrito,1200,0.0,Exacta,Fraxinus pennsylvanica,10.8,Ocupada,Fuera de lÃÂ­nea,A nivel,45.0,11.0,2012-11-24
-58.38291964,-34.59364024,32207,Lineal,1,E,Cerrito,1200,0.0,Exacta,Fraxinus pennsylvanica,10,Ocupada,Fuera de lÃÂ­nea,A nivel,30.0,10.0,2010-06-10
-58.38291964,-34.59364024,32209,Lineal,1,E,Cerrito,1200,0.0,LD,Ficus elastica,10,Ocupada,Regular,A nivel,2.0,20.0,2017-08-26
-58.38291619,-34.59371778,32210,Lineal,1,E,Cerrito,1200,0.0,Exacta,Fraxinus pennsylvanica,10,Ocupada,Fuera de lÃÂ­nea,A nivel,50.0,12.0,2002-08-30
-58.38151464,-34.59194952,31457,Lineal,1,E,Pellegrini Carlos,1300,0.0,LD,Phoenix roebelenii,7,Ocupada,Regular,Elevada,15.0,3.0,2018-08-28
-58.39143062,-34.60029134,31458,Lineal,1,E,Rodriguez PeÃÂ±a,700,0.0,Exacta,Fraxinus pennsylvanica,2.6,Ocupada,Regular,Bajo nivel,18.0,9.0,2011-04-28
-58.38007973,-34.59194787,32164,Lineal,1,E,Suipacha,1300,0.0,Exacta,Tilia x moltkei,2.8,Ocupada,,A nivel,3.0,3.0,2015-01-15
-58.38006823,-34.59217996,32165,Lineal,1,E,Suipacha,1300,0.0,LA,Tilia x moltkei,2.8,Ocupada,Regular,A nivel,3.0,3.0,2021-01-17
-58.38006823,-34.59217996,32166,Lineal,1,E,Suipacha,1300,0.0,LA,Tilia x moltkei,2.8,Ocupada,Regular,A nivel,3.0,3.0,2011-06-01
-58.38006823,-34.59217996,32167,Lineal,1,E,Suipacha,1300,0.0,Exacta,Tilia x moltkei,2.8,Ocupada,Regular,A nivel,3.0,3.0,2022-07-15
-58.38005781,-34.5923902,32168,Lineal,1,E,Suipacha,1300,0.0,Exacta,Tilia x moltkei,2.8,Ocupada,Regular,A nivel,4.0,3.0,2018-10-26
-58.38005781,-34.5923902,32169,Lineal,1,E,Suipacha,1300,0.0,Exacta,Tilia x moltkei,2.8,Ocupada,Regular,A nivel,3.0,3.0,2004-04-15
-58.38005472,-34.59245241,32170,Lineal,1,E,Suipacha,1300,0.0,Exacta,Tilia x moltkei,2.8,Ocupada,Regular,A nivel,3.0,2.0,2017-08-12
-58.38005036,-34.59254056,32171,Lineal,1,E,Suipacha,1300,0.0,Exacta,Tilia x moltkei,2.8,Ocupada,Regular,A nivel,2.0,3.0,2000-03-29
-58.38003938,-34.59271879,32172,Lineal,1,E,Suipacha,1300,0.0,Exacta,Tilia x moltkei,2.8,Ocupada,Regular,A nivel,3.0,3.0,2017-04-11
-58.37954299,-34.5928259,32173,Lineal,1,E,Juncal,800,0.0,Exacta,Fraxinus pennsylvanica,2.6,Ocupada,Regular,A nivel,20.0,12.0,2008-02-04
-58.37910485,-34.59283389,32176,Lineal,1,E,Juncal,800,0.0,Exacta,Fraxinus pennsylvanica,2.6,Ocupada,Regular,A nivel,20.0,15.0,2022-09-08
-58.3790746,-34.59283443,32179,Lineal,1,E,Juncal,800,0.0,Exacta,Fraxinus pennsylvanica,2.6,Sobreocupada,Regular,A nivel,1.0,2.0,2015-06-19
-58.36953692,-34.59911891,32256,Lineal,1,E,Bouchard,700,0.0,LA,Platanus x acerifolia,,Ocupada,Regular,A nivel,79.0,20.0,2010-12-01
-58.39150211,-34.60049896,32259,Lineal,1,E,Rodriguez PeÃÂ±a,700,0.0,LA,Fraxinus pennsylvanica,2.6,Sobreocupada,Regular,Elevada,20.0,13.0,2000-07-31
-58.39151106,-34.60041624,32025,Lineal,1,E,Rodriguez PeÃÂ±a,700,0.0,Exacta,Fraxinus pennsylvanica,2.4,Ocupada,Regular,Bajo nivel,41.0,16.0,2005-03-19
-58.39155424,-34.6000169,32026,Lineal,1,E,Rodriguez PeÃÂ±a,700,0.0,Exacta,Fraxinus pennsylvanica,2.4,Ocupada,Regular,Bajo nivel,24.0,13.0,2022-06-18
-58.39157289,-34.59984446,31826,Lineal,1,E,Rodriguez PeÃÂ±a,700,0.0,Exacta,Fraxinus pennsylvanica,2.4,Ocupada,Regular,Bajo nivel,20.0,10.0,2007-12-24
-58.39152346,-34.60030153,31830,Lineal,1,E,Rodriguez PeÃÂ±a,700,0.0,Exacta,Fraxinus pennsylvanica,2.6,Ocupada,Regular,Bajo nivel,37.0,17.0,2012-02-26
-58.39271103,-34.60049586,31835,Lineal,1,E,Callao Av.,700,0.0,Exacta,Fraxinus pennsylvanica,3.6,Ocupada,Regular,A nivel,48.0,13.0,2012-02-29
-58.39152937,-34.6002469,32357,Lineal,1,E,Rodriguez PeÃÂ±a,700,0.0,LA,Fraxinus pennsylvanica,2.6,Ocupada,Regular,Bajo nivel,29.0,19.0,2002-08-31
-58.37022959,-34.59843589,33339,Lineal,1,E,CÃÂ³rdoba Av.,100,0.0,LA,Populus deltoides,5.2,Ocupada,Regular,A nivel,25.0,16.0,2001-11-07
-58.39148984,-34.60061247,32340,Lineal,1,E,Rodriguez PeÃÂ±a,700,0.0,Exacta,Fraxinus pennsylvanica,2.6,Ocupada,Regular,A nivel,31.0,11.0,2017-11-29
-58.39154414,-34.60011034,32341,Lineal,1,E,Rodriguez PeÃÂ±a,700,0.0,Exacta,Fraxinus pennsylvanica,2.6,Ocupada,Regular,Bajo nivel,24.0,8.0,2016-08-04
-58.38294641,-34.5915272,33763,Lineal,1,E,Arroyo,1000,0.0,LD,Jacaranda mimosifolia,4,Ocupada,Regular,Bajo nivel,32.0,10.0,2016-01-26
-58.38306206,-34.59130591,33765,Lineal,1,E,Cerrito,1400,0.0,LA,Tilia x moltkei,4.2,Ocupada,Ochava,A nivel,35.0,7.0,2018-03-07
-58.38292361,-34.59071768,33766,Lineal,1,E,Cerrito,1400,0.0,Exacta,Jacaranda mimosifolia,2.4,Ocupada,Regular,Bajo nivel,9.0,5.0,2005-01-08
-58.38292361,-34.59071768,33767,Lineal,1,E,Cerrito,1400,0.0,LA,Fraxinus pennsylvanica,4,Ocupada,Regular,Elevada,11.0,4.0,2011-06-23
-58.38294641,-34.5915272,33769,Lineal,1,E,Arroyo,1000,0.0,LD,Jacaranda mimosifolia,4,Ocupada,Regular,Bajo nivel,38.0,9.0,2000-05-04
-58.38294641,-34.5915272,33774,Lineal,1,E,Arroyo,1000,0.0,Exacta,Platanus x acerifolia,4,Ocupada,Regular,A nivel,72.0,15.0,2022-09-24
-58.38298455,-34.59086006,33776,Lineal,1,E,Cerrito,1400,1.0,Exacta,Jacaranda mimosifolia,2.8,Ocupada,Regular,A nivel,17.0,6.0,2004-11-23
-58.38294641,-34.5915272,33778,Lineal,1,E,Arroyo,1000,1.0,LD,Jacaranda mimosifolia,4,Ocupada,Regular,A nivel,38.0,9.0,2005-02-26
-58.38292361,-34.59071768,33780,Lineal,1,E,Cerrito,1400,1.0,LA,Fraxinus pennsylvanica,2.8,Ocupada,Regular,Elevada,13.0,6.0,2007-09-06
-58.38292361,-34.59071768,34475,Lineal,1,E,Cerrito,1400,1.0,LA,Fraxinus pennsylvanica,3,Ocupada,Regular,Elevada,12.0,6.0,2014-11-29
-58.38292361,-34.59071768,34486,Lineal,1,E,Cerrito,1400,1.0,LA,Fraxinus pennsylvanica,3,Ocupada,Regular,Elevada,12.0,6.0,2007-04-19
-58.38292361,-34.59071768,34507,Lineal,1,E,Cerrito,1400,1.0,Exacta,Fraxinus pennsylvanica,3,Ocupada,Regular,Elevada,11.0,6.0,2021-04-02
-58.38298455,-34.59086006,34509,Lineal,1,E,Cerrito,1400,1.0,LD,Tilia x moltkei,3,Ocupada,Regular,A nivel,17.0,8.0,2011-08-04
-58.38306206,-34.59130591,34522,Lineal,1,E,Cerrito,1400,1.0,Exacta,Tilia x moltkei,3,Ocupada,Regular,A nivel,21.0,7.0,2015-01-12
-58.3829949,-34.59151687,34527,Lineal,1,E,Arroyo,1000,1.0,Exacta,Tilia x moltkei,4.8,Ocupada,Regular,A nivel,37.0,9.0,2014-11-07
-58.38294641,-34.5915272,34542,Lineal,1,E,Arroyo,1000,1.0,LD,Jacaranda mimosifolia,4,Ocupada,Regular,A nivel,42.0,10.0,2000-05-20
-58.38294641,-34.5915272,34591,Lineal,1,E,Arroyo,1000,1.0,LD,Jacaranda mimosifolia,4,Ocupada,Regular,A nivel,39.0,9.0,2015-05-19
-58.38159971,-34.59242314,35143,Lineal,1,E,Pellegrini Carlos,1300,1.0,Exacta,Liquidambar styraciflua,4.5,Ocupada,Regular,Elevada,4.0,3.0,2006-03-10
-58.38153596,-34.59240198,35144,Lineal,1,E,Pellegrini Carlos,1300,1.0,Exacta,Howea forsteriana,4.5,Ocupada,Regular,Elevada,3.0,40.0,2019-01-08
-58.38153753,-34.59243545,35149,Lineal,1,E,Pellegrini Carlos,1300,1.0,Exacta,Styphnolobium japonicum,,Ocupada,Regular,Elevada,25.0,10.0,2019-09-22
-58.37022959,-34.59843589,37089,Lineal,1,E,CÃÂ³rdoba Av.,100,1.0,LA,Populus deltoides,5.2,Ocupada,Regular,A nivel,69.0,16.0,2014-03-03
-58.38290314,-34.59401051,38385,Lineal,1,E,Cerrito,1200,1.0,Exacta,Hibiscus rosa-sinensis,6,Subocupada,Regular,A nivel,25.0,3.0,2012-03-18
-58.38291964,-34.59364024,38387,Lineal,1,E,Cerrito,1200,1.0,Exacta,Jacaranda mimosifolia,6,Ocupada,Regular,A nivel,33.0,9.0,2003-05-06
-58.38294909,-34.5929798,38388,Lineal,1,E,Cerrito,1200,1.0,Exacta,Fraxinus pennsylvanica,6,Ocupada,Regular,A nivel,40.0,10.0,2018-07-25
-58.38290314,-34.59401051,38390,Lineal,1,E,Cerrito,1200,1.0,Exacta,Jacaranda mimosifolia,6,Ocupada,Regular,A nivel,38.0,12.0,2017-11-11
-58.38291067,-34.59384145,39003,Lineal,1,E,Cerrito,1200,1.0,Exacta,Jacaranda mimosifolia,6,Ocupada,Regular,A nivel,38.0,12.0,2014-08-06
-58.38292551,-34.59350876,39005,Lineal,1,E,Cerrito,1200,1.0,Exacta,Fraxinus pennsylvanica,6,Ocupada,Regular,A nivel,38.0,15.0,2014-09-05
-58.38291067,-34.59384145,39006,Lineal,1,E,Cerrito,1200,1.0,Exacta,Jacaranda mimosifolia,6,Ocupada,Regular,A nivel,40.0,11.0,2013-03-30
-58.38291619,-34.59371778,39007,Lineal,1,E,Cerrito,1200,1.0,LA,Jacaranda mimosifolia,6,Ocupada,Regular,A nivel,70.0,15.0,2015-11-05
-58.36920703,-34.60090593,39901,Lineal,1,E,Bouchard,500,1.0,En frente,Platanus x acerifolia,3.9,Ocupada,Regular,A nivel,66.0,14.0,2020-09-11
-58.36920703,-34.60090593,39904,Lineal,1,E,Bouchard,500,1.0,En frente,Platanus x acerifolia,,Ocupada,Regular,A nivel,67.0,17.0,2004-02-27
-58.36913905,-34.60147081,39906,Lineal,1,E,Bouchard,500,1.0,En frente,Platanus x acerifolia,3.9,Ocupada,Regular,A nivel,41.0,18.0,2017-09-26
-58.3707665,-34.60089957,39879,Lineal,1,E,AlÃÂ©m Leandro N. Av.,500,1.0,En frente,Platanus x acerifolia,4.7,Ocupada,Regular,A nivel,62.0,24.0,2016-05-13
-58.37077951,-34.60077995,39880,Lineal,1,E,AlÃÂ©m Leandro N. Av.,500,1.0,En frente,Platanus x acerifolia,4.7,Ocupada,Regular,A nivel,91.0,21.0,2002-06-02
-58.36981766,-34.60052129,39881,Lineal,1,E,TucumÃÂ¡n,100,1.0,En frente,Jacaranda mimosifolia,3.9,Ocupada,Regular,A nivel,23.0,3.0,2022-07-31
-58.36981766,-34.60052129,39882,Lineal,1,E,TucumÃÂ¡n,100,1.0,En frente,No identificado,3.9,Ocupada,Regular,A nivel,0.0,,2015-11-05
-58.3698799,-34.60062781,39896,Lineal,1,E,TucumÃÂ¡n,100,1.0,En frente,Fraxinus pennsylvanica,3.9,Ocupada,Regular,,28.0,6.0,2010-01-25
-58.3701521,-34.60056102,41630,Lineal,1,E,TucumÃÂ¡n,100,1.0,En frente,Jacaranda mimosifolia,3.9,Ocupada,Regular,A nivel,39.0,6.0,2007-03-09
-58.37073944,-34.60114833,41631,Lineal,1,E,AlÃÂ©m Leandro N. Av.,500,1.0,,Platanus x acerifolia,4.7,Ocupada,Regular,,40.0,13.0,2007-05-12
-58.37075511,-34.60100426,41632,Lineal,1,E,AlÃÂ©m Leandro N. Av.,500,1.0,En frente,Platanus x acerifolia,4.7,Ocupada,Regular,A nivel,60.0,14.0,2006-01-05
-58.36993499,-34.60191563,41634,Lineal,1,E,Lavalle,100,1.0,En frente,Fraxinus pennsylvanica,3.9,Ocupada,Regular,A nivel,17.0,5.0,2019-12-07
-58.36913905,-34.60147081,41583,Lineal,1,E,Bouchard,500,1.0,En frente,Platanus x acerifolia,3.9,Ocupada,Regular,A nivel,50.0,15.0,2003-07-12
-58.36920703,-34.60090593,41609,Lineal,1,E,Bouchard,500,1.0,En frente,Platanus x acerifolia,3.9,Ocupada,Regular,A nivel,57.0,18.0,2019-08-17
-58.36920703,-34.60090593,41612,Lineal,1,E,Bouchard,500,1.0,En frente,Platanus x acerifolia,3.9,Ocupada,Regular,A nivel,88.0,20.0,2020-05-23
-58.36958612,-34.60049379,41613,Lineal,1,E,TucumÃÂ¡n,100,1.0,En frente,Fraxinus pennsylvanica,3.9,Ocupada,Regular,A nivel,23.0,7.0,2005-07-01
-58.36913905,-34.60147081,41665,Lineal,1,E,Bouchard,500,1.0,En frente,Platanus x acerifolia,3.9,Ocupada,Regular,A nivel,65.0,17.0,2005-02-06
-58.38930437,-34.60525693,42517,Lineal,1,E,Montevideo,300,1.0,Exacta,Phoenix loureiri,2.1,Ocupada,Regular,A nivel,14.0,2.0,2008-03-26
-58.38930437,-34.60525693,42523,Lineal,1,E,Montevideo,300,1.0,LD,Ficus benjamina,2.1,Ocupada,Regular,A nivel,14.0,3.0,2018-12-15
-58.38933839,-34.60452325,42524,Lineal,1,E,Montevideo,300,1.0,Exacta,Ficus benjamina,2.1,Ocupada,Regular,A nivel,14.0,3.0,2006-09-06
-58.3793403,-34.60651706,42348,Lineal,1,E,Suipacha,100,1.0,Exacta,Photinia x fraseri,2.4,Ocupada,Regular,Bajo nivel,13.0,5.0,2008-08-20
-58.38076759,-34.60653996,42351,Lineal,1,E,Pellegrini Carlos,100,1.0,Exacta,Jacaranda mimosifolia,8,Ocupada,Regular,Bajo nivel,40.0,10.0,2007-04-28
-58.38075375,-34.60679916,42447,Lineal,1,E,Pellegrini Carlos,100,1.0,Exacta,Jacaranda mimosifolia,8,Ocupada,Regular,Bajo nivel,39.0,16.0,2002-10-22
-58.38077748,-34.60635491,42448,Lineal,1,E,Pellegrini Carlos,100,1.0,,Liquidambar styraciflua,8,Ocupada,Regular,A nivel,11.0,4.0,2016-06-02
-58.37933029,-34.6067822,42449,Lineal,1,E,Suipacha,100,1.0,Exacta,Photinia x fraseri,1.8,Ocupada,Regular,A nivel,7.0,4.0,2001-10-23
-58.37935267,-34.60618933,42780,Lineal,1,E,Suipacha,100,1.0,Exacta,Photinia x fraseri,2.5,Ocupada,Regular,Bajo nivel,9.0,5.0,2016-12-19
-58.38933839,-34.60452325,43334,Lineal,1,E,Montevideo,300,1.0,LA,Ficus benjamina,2.1,Ocupada,Regular,A nivel,26.0,3.0,2016-09-23
-58.38932567,-34.60479748,43336,Lineal,1,E,Montevideo,300,1.0,LD,Ficus benjamina,2.1,Ocupada,Regular,A nivel,0.0,,2007-12-22
-58.37823953,-34.6005115,43344,Lineal,1,E,Esmeralda,600,1.0,LD,Photinia serrulata,4,Ocupada,Regular,A nivel,3.0,3.0,2004-04-05
-58.37823525,-34.60069889,43345,Lineal,1,E,Esmeralda,600,1.0,Exacta,Photinia serrulata,4,Ocupada,Regular,A nivel,3.0,3.0,2014-04-20
-58.38932567,-34.60479748,43347,Lineal,1,E,Montevideo,300,1.0,Exacta,Ficus benjamina,2.1,Ocupada,Regular,A nivel,40.0,3.0,2004-03-04
-58.38075376,-34.60679898,43355,Lineal,1,E,Pellegrini Carlos,100,1.0,Exacta,Jacaranda mimosifolia,8,Ocupada,Regular,A nivel,17.0,6.0,2013-09-30
-58.37935267,-34.60618933,43376,Lineal,1,E,Suipacha,100,1.0,Exacta,Photinia x fraseri,1.8,Ocupada,Regular,A nivel,12.0,4.0,2014-07-17
-58.38933839,-34.60452325,43166,Lineal,1,E,Montevideo,300,1.0,LD,Ficus benjamina,2.1,Ocupada,Regular,Elevada,13.0,3.0,2006-08-07
-58.38930437,-34.60525693,43170,Lineal,1,E,Montevideo,300,1.0,LA,Phoenix loureiri,2.1,Ocupada,Regular,Elevada,16.0,2.0,2019-09-24
-58.38075836,-34.60671283,43510,Lineal,1,E,Pellegrini Carlos,100,1.0,Exacta,Jacaranda mimosifolia,8,Ocupada,Regular,A nivel,54.0,12.0,2021-11-19
-58.37935267,-34.60618933,43511,Lineal,1,E,Suipacha,100,1.0,Exacta,Photinia x fraseri,2.6,Ocupada,Regular,A nivel,8.0,3.0,2009-10-19
-58.37925489,-34.60689242,43512,Lineal,1,E,Suipacha,100,1.0,En frente,Photinia x fraseri,5.6,Ocupada,Regular,A nivel,10.0,4.0,2022-01-27
-58.37925489,-34.60689242,43513,Lineal,1,E,Suipacha,100,1.0,En frente,Photinia x fraseri,5.6,Ocupada,Regular,A nivel,9.0,3.0,2012-12-20
-58.38289743,-34.59413859,44402,Lineal,1,E,Cerrito,1200,1.0,,Ficus alii,6,Ocupada,Regular,A nivel,18.0,4.0,2021-01-26
-58.37377347,-34.60407173,44699,Lineal,1,E,San MartÃÂ­n,300,1.0,LA,Photinia x fraseri,1.8,Ocupada,Regular,A nivel,2.0,3.0,2000-08-14
-58.37276968,-34.60435501,44784,Lineal,1,E,Sarmiento,400,1.0,Exacta,Photinia serrulata,2.8,Ocupada,Regular,A nivel,4.0,3.0,2017-12-02
-58.37379338,-34.60366821,44785,Lineal,1,E,San MartÃÂ­n,300,1.0,Exacta,Photinia x fraseri,1.8,Ocupada,Regular,A nivel,2.0,3.0,2002-01-18
-58.37278737,-34.60441663,44192,Lineal,1,E,Sarmiento,400,1.0,LA,Photinia serrulata,,Ocupada,Regular,A nivel,4.0,3.0,2010-04-02
-58.37377347,-34.60407173,44197,Lineal,1,E,San MartÃÂ­n,300,1.0,LA,Photinia x fraseri,1.8,Ocupada,Regular,A nivel,3.0,2.0,2015-10-17
-58.37379338,-34.60366821,44205,Lineal,1,E,San MartÃÂ­n,300,1.0,LA,Photinia x fraseri,1.8,Ocupada,Regular,A nivel,3.0,,2001-04-07
-58.37387428,-34.60345546,44208,Lineal,1,E,San MartÃÂ­n,300,1.0,En frente,Photinia x fraseri,1.8,Ocupada,Regular,A nivel,2.0,3.0,2022-11-08
-58.37387428,-34.60345546,44451,Lineal,1,E,San MartÃÂ­n,300,1.0,En frente,Photinia x fraseri,1.7,Ocupada,Regular,Bajo nivel,3.0,3.0,2001-06-21
-58.37378034,-34.60393244,44468,Lineal,1,E,San MartÃÂ­n,300,1.0,Exacta,Photinia x fraseri,1.6,Ocupada,Regular,Bajo nivel,4.0,3.0,2020-08-21
-58.37379338,-34.60366821,44742,Lineal,1,E,San MartÃÂ­n,344,1.0,Exacta,Photinia x fraseri,1.7,Ocupada,Regular,A nivel,3.0,3.0,2010-12-29
-58.37378687,-34.60380009,44746,Lineal,1,E,San MartÃÂ­n,300,1.0,Exacta,Photinia x fraseri,1.7,Ocupada,Regular,A nivel,2.0,2.0,2020-07-24
-58.37333622,-34.6044596,44552,Lineal,1,E,Sarmiento,400,1.0,LA,Photinia serrulata,2.5,Ocupada,Regular,A nivel,2.0,2.0,2017-07-27
-58.38289743,-34.59413859,44055,Lineal,1,E,Cerrito,1200,1.0,Exacta,Ficus alii,6,Ocupada,Regular,A nivel,18.0,4.0,2010-07-10
