long,lat,nro_registro,tipo_activ,comuna,U46,calle,calle_altura,calle_chapa,ubicacion,nombre_cientifico,ancho_acera,estado_plantera,ubicacion_plantera,nivel_plantera,diametro_altura_pecho,altura_arbol,ultima_actualizacion
-58.470788,-34.68448665,527127,Lineal,8,435,BergantÃÂ­n Gral. Belgrano,5900,3043.0,Exacta,Cupressus sp.,10,Ocupada,Regular,A Nivel,13.0,4.0,2007-03-29
-58.470788,-34.68448665,527128,Lineal,8,435,BergantÃÂ­n Gral. Belgrano,5900,3043.0,Exacta,Fraxinus pennsylvanica,10,Ocupada,Regular,A Nivel,26.0,9.0,2006-02-23
-58.47082524,-34.68451923,527129,Lineal,8,435,BergantÃÂ­n Gral. Belgrano,5900,3043.0,Exacta,Ligustrum lucidum,10,Ocupada,Regular,A Nivel,22.0,5.0,2003-03-13
-58.47082524,-34.68451923,527130,Lineal,8,435,BergantÃÂ­n Gral. Belgrano,5900,3043.0,Exacta,Fraxinus pennsylvanica,10,Ocupada,Regular,A Nivel,17.0,4.0,2017-06-29
-58.47090013,-34.68458475,527131,Lineal,8,435,BergantÃÂ­n Gral. Belgrano,5900,3044.0,Exacta,Ligustrum lucidum,10,Ocupada,Regular,A Nivel,21.0,3.0,2006-04-05
-58.47090013,-34.68458475,527132,Lineal,8,435,BergantÃÂ­n Gral. Belgrano,5900,3044.0,Exacta,Ligustrum lucidum,10,Ocupada,Regular,A Nivel,31.0,5.0,2022-03-12
-58.47090013,-34.68458475,527133,Lineal,8,435,BergantÃÂ­n Gral. Belgrano,5900,3044.0,Exacta,Ficus benjamina,10,Ocupada,Regular,A Nivel,38.0,6.0,2015-05-16
-58.47097548,-34.68465068,527134,Lineal,8,435,BergantÃÂ­n Gral. Belgrano,5900,3044.0,Exacta,Fraxinus pennsylvanica,10,Ocupada,Regular,A Nivel,6.0,2.0,2008-03-12
-58.47097548,-34.68465068,527135,Lineal,8,435,BergantÃÂ­n Gral. Belgrano,5900,3044.0,Exacta,Cinnamomum camphora,10,Ocupada,Regular,A Nivel,7.0,3.0,2010-02-24
-58.47105049,-34.68471631,527136,Lineal,8,435,BergantÃÂ­n Gral. Belgrano,5900,3044.0,Exacta,Persea americana,10,Ocupada,Regular,A Nivel,6.0,3.0,2009-09-14
-58.47105049,-34.68471631,527137,Lineal,8,435,BergantÃÂ­n Gral. Belgrano,5900,3044.0,Exacta,Cocus nucifera,10,Ocupada,Regular,A Nivel,34.0,2.0,2018-08-01
-58.47105049,-34.68471631,527138,Lineal,8,435,BergantÃÂ­n Gral. Belgrano,5900,3044.0,Exacta,Hibiscus syriacus,10,Ocupada,Regular,A Nivel,11.0,2.0,2004-09-10
-58.47105049,-34.68471631,527139,Lineal,8,435,BergantÃÂ­n Gral. Belgrano,5900,3044.0,Exacta,Tilia x moltkei,10,Ocupada,Regular,A Nivel,32.0,9.0,2009-11-12
-58.47105049,-34.68471631,527140,Lineal,8,435,BergantÃÂ­n Gral. Belgrano,5900,3044.0,Exacta,Butia yatay,10,Ocupada,Regular,A Nivel,28.0,2.0,2003-12-15
-58.47105049,-34.68471631,527141,Lineal,8,435,BergantÃÂ­n Gral. Belgrano,5900,3044.0,Exacta,Erythrina crista-galli,10,Ocupada,Regular,A Nivel,6.0,2.0,2002-12-07
-58.47105049,-34.68471631,527142,Lineal,8,435,BergantÃÂ­n Gral. Belgrano,5900,3044.0,Exacta,Erythrina crista-galli,10,Ocupada,Regular,A Nivel,31.0,6.0,2012-04-13
-58.47105049,-34.68471631,527143,Lineal,8,435,BergantÃÂ­n Gral. Belgrano,5900,3044.0,Exacta,Jacaranda mimosifolia,10,Ocupada,Regular,A Nivel,30.0,8.0,2017-08-12
-58.47105049,-34.68471631,527144,Lineal,8,435,BergantÃÂ­n Gral. Belgrano,5900,3044.0,Exacta,Syagrus romanzoffiana,10,Ocupada,Regular,A Nivel,7.0,2.0,2003-03-13
-58.47112516,-34.68478164,527145,Lineal,8,435,BergantÃÂ­n Gral. Belgrano,5900,3044.0,Exacta,Cedrus deodara,10,Ocupada,Ochava,A Nivel,44.0,12.0,2008-05-17
-58.47112516,-34.68478164,527146,Lineal,8,435,BergantÃÂ­n Gral. Belgrano,5900,3044.0,Exacta,Acer negundo,10,Ocupada,Ochava,A Nivel,58.0,11.0,2011-12-21
-58.47157261,-34.68534191,527152,Lineal,8,435,"De la Torre, Lisandro Av.",4800,3044.0,Exacta,Fraxinus pennsylvanica,8.5,Ocupada,Ochava,A Nivel,63.0,7.0,2019-07-09
-58.47157261,-34.68534191,527153,Lineal,8,435,"De la Torre, Lisandro Av.",4800,3044.0,LA1,Fraxinus pennsylvanica,8.5,Sobreocupada,Fuera de lÃÂ­nea,A Nivel,34.0,7.0,2020-04-13
-58.47157261,-34.68534191,527154,Lineal,8,435,"De la Torre, Lisandro Av.",4800,3044.0,LA2,Platanus x acerifolia,8.5,Sobreocupada,Regular,A Nivel,54.0,14.0,2003-03-09
-58.47149366,-34.68540377,527155,Lineal,8,435,"De la Torre, Lisandro Av.",4800,3044.0,Exacta,Platanus x acerifolia,8.5,Ocupada,Regular,A Nivel,48.0,6.0,2012-09-02
-58.47133552,-34.68552767,527156,Lineal,8,435,"De la Torre, Lisandro Av.",4800,3044.0,LD1,Robinia pseudoacacia,8.5,Sobreocupada,Fuera de lÃÂ­nea,A Nivel,43.0,9.0,2000-09-09
-58.47133552,-34.68552767,527157,Lineal,8,435,"De la Torre, Lisandro Av.",4800,3044.0,LD2,Cinnamomum camphora,8.5,Sobreocupada,Regular,A Nivel,18.0,7.0,2014-12-04
-58.47133552,-34.68552767,527158,Lineal,8,435,"De la Torre, Lisandro Av.",4800,3044.0,Exacta,Robinia pseudoacacia,8.5,Sobreocupada,Fuera de lÃÂ­nea,A Nivel,22.0,8.0,2005-02-01
-58.47133552,-34.68552767,527159,Lineal,8,435,"De la Torre, Lisandro Av.",4800,3044.0,LA1,Robinia pseudoacacia,8.5,Sobreocupada,Fuera de lÃÂ­nea,A Nivel,29.0,8.0,2013-10-20
-58.47133552,-34.68552767,527160,Lineal,8,435,"De la Torre, Lisandro Av.",4800,3044.0,LA2,Robinia pseudoacacia,8.5,Sobreocupada,Regular,A Nivel,40.0,10.0,2016-10-02
-58.47125585,-34.6855901,527161,Lineal,8,435,"De la Torre, Lisandro Av.",4800,3044.0,Exacta,Hovenia dulcis,8.5,Ocupada,Fuera de lÃÂ­nea,A Nivel,20.0,8.0,2016-11-02
-58.471176,-34.68565264,527162,Lineal,8,435,"De la Torre, Lisandro Av.",4800,3044.0,Exacta,Fraxinus pennsylvanica,8.5,Ocupada,Fuera de lÃÂ­nea,A Nivel,0.0,9.0,2021-05-09
-58.471176,-34.68565264,527163,Lineal,8,435,"De la Torre, Lisandro Av.",4800,3044.0,LA1,Thevetia peruviana,8.5,Ocupada,Fuera de lÃÂ­nea,A Nivel,24.0,5.0,2012-12-01
-58.471176,-34.68565264,527164,Lineal,8,435,"De la Torre, Lisandro Av.",4800,3044.0,LA2,Araucaria heterophylla,8.5,Ocupada,Fuera de lÃÂ­nea,A Nivel,34.0,12.0,2021-03-16
-58.471176,-34.68565264,527165,Lineal,8,435,"De la Torre, Lisandro Av.",4800,3044.0,LA3,Hovenia dulcis,8.5,Ocupada,Regular,A Nivel,12.0,3.0,2004-08-15
-58.471176,-34.68565264,527166,Lineal,8,435,"De la Torre, Lisandro Av.",4800,3044.0,LA4,Prunus persica,8.5,Ocupada,Ochava,A Nivel,20.0,7.0,2005-06-06
-58.471176,-34.68565264,527167,Lineal,8,435,"De la Torre, Lisandro Av.",4800,3044.0,LA5,Fraxinus pennsylvanica,8.5,Ocupada,Fuera de lÃÂ­nea,A Nivel,27.0,5.0,2006-06-26
-58.47087155,-34.68525335,527168,Lineal,8,435,CaÃÂ±onera AmÃÂ©rica,4800,3045.0,Exacta,Tilia x moltkei,2.3,Ocupada,Regular,A Nivel,34.0,6.0,2019-07-11
-58.47095105,-34.68519166,527169,Lineal,8,435,CaÃÂ±onera AmÃÂ©rica,4800,3045.0,Exacta,Ligustrum lucidum,2.3,Ocupada,Regular,A Nivel,22.0,5.0,2016-11-27
-58.47095105,-34.68519166,527170,Lineal,8,435,CaÃÂ±onera AmÃÂ©rica,4800,3045.0,LD1,Ligustrum lucidum,2.3,Ocupada,Regular,A Nivel,25.0,5.0,2016-09-29
-58.47103031,-34.68513015,527171,Lineal,8,435,CaÃÂ±onera AmÃÂ©rica,4800,3045.0,Exacta,Tilia x moltkei,2.3,Ocupada,Regular,A Nivel,34.0,10.0,2011-10-28
-58.47111024,-34.68506812,527172,Lineal,8,435,CaÃÂ±onera AmÃÂ©rica,4800,3045.0,Exacta,Ligustrum lucidum,2.3,Ocupada,Regular,A Nivel,25.0,4.0,2016-01-26
-58.47118968,-34.68500647,527173,Lineal,8,435,CaÃÂ±onera AmÃÂ©rica,4800,3045.0,Exacta,Fraxinus pennsylvanica,2.3,Ocupada,Regular,A Nivel,8.0,6.0,2009-02-26
-58.47093599,-34.6855707,527174,Lineal,8,435,Fragata 25 de mayo,6000,3045.0,LA3,Fraxinus pennsylvanica,4.4,Ocupada,Regular,A Nivel,30.0,7.0,2003-07-19
-58.47093599,-34.6855707,527175,Lineal,8,435,Fragata 25 de mayo,6000,3045.0,LA2,Lagerstroemia indica,4.4,Ocupada,Regular,A Nivel,17.0,6.0,2019-01-26
-58.47093599,-34.6855707,527176,Lineal,8,435,Fragata 25 de mayo,6000,3045.0,LA1,Bauhinia forficata,4.4,Ocupada,Regular,A Nivel,23.0,11.0,2007-10-30
-58.47093599,-34.6855707,527177,Lineal,8,435,Fragata 25 de mayo,6000,3045.0,Exacta,Ligustrum lucidum f. aureovariegata,4.4,Ocupada,Regular,A Nivel,14.0,4.0,2002-12-05
-58.47081157,-34.68545978,527178,Lineal,8,435,Fragata 25 de mayo,6000,3045.0,Exacta,Fraxinus pennsylvanica,4.4,Ocupada,Regular,A Nivel,43.0,12.0,2016-01-22
-58.47081157,-34.68545978,527179,Lineal,8,435,Fragata 25 de mayo,6000,3045.0,LD1,Fraxinus pennsylvanica,4.4,Ocupada,Ochava,A Nivel,29.0,7.0,2010-01-13
-58.47066113,-34.68437564,527180,Lineal,8,435,BergantÃÂ­n Gral. Belgrano,6000,3045.0,Exacta,Cupressus sp.,7.6,Ocupada,Ochava,A Nivel,39.0,16.0,2003-04-04
-58.47066113,-34.68437564,527181,Lineal,8,435,BergantÃÂ­n Gral. Belgrano,6000,3045.0,LD1,Cedrus deodara,7.6,Ocupada,Regular,A Nivel,53.0,16.0,2002-10-02
-58.47066113,-34.68437564,527182,Lineal,8,435,BergantÃÂ­n Gral. Belgrano,6000,3045.0,LD2,Fraxinus pennsylvanica,7.6,Ocupada,Regular,A Nivel,28.0,10.0,2021-12-13
-58.47066113,-34.68437564,527183,Lineal,8,435,BergantÃÂ­n Gral. Belgrano,6000,3045.0,LD3,Tilia x moltkei,7.6,Ocupada,Regular,A Nivel,74.0,12.0,2016-08-18
-58.47066113,-34.68437564,527184,Lineal,8,435,BergantÃÂ­n Gral. Belgrano,6000,3045.0,LD4,Fraxinus pennsylvanica,7.6,Ocupada,Regular,A Nivel,31.0,10.0,2007-07-15
-58.47066719,-34.68535959,527185,Lineal,8,435,CaÃÂ±onera AmÃÂ©rica,4900,3045.0,Exacta,Populus deltoides,10,Ocupada,,,59.0,14.0,2006-09-17
-58.47066719,-34.68535959,527186,Lineal,8,435,CaÃÂ±onera AmÃÂ©rica,4900,3045.0,LD1,Jacaranda mimosifolia,10,Ocupada,,,89.0,7.0,2010-11-06
-58.47033744,-34.68514761,527187,Lineal,8,435,Fragata 25 de mayo,5900-6000,3045.0,LA3,Fraxinus pennsylvanica,7.2,Ocupada,,,17.0,4.0,2012-01-02
-58.47033744,-34.68514761,527188,Lineal,8,435,Fragata 25 de mayo,5900-6000,3045.0,LA2,Handroanthus impetiginosus,7.2,Ocupada,,,15.0,4.0,2017-03-06
-58.47033744,-34.68514761,527189,Lineal,8,435,Fragata 25 de mayo,5900-6000,3045.0,LA1,Fraxinus pennsylvanica,7.2,Ocupada,,,26.0,5.0,2022-02-15
-58.47026049,-34.68508298,527190,Lineal,8,435,Fragata 25 de mayo,5900-6000,3045.0,Exacta,Tilia x moltkei,7.2,Ocupada,,,10.0,3.0,2018-10-28
-58.47036492,-34.68506397,527191,Lineal,8,435,Fragata 25 de mayo,5900-6000,3045.0,LD1,Fraxinus pennsylvanica,7.2,Ocupada,,,4.0,3.0,2011-04-12
-58.47018582,-34.68501756,527192,Lineal,8,435,Fragata 25 de mayo,5900-6000,3045.0,Exacta,Persea americana,7.2,Ocupada,,,12.0,3.0,2009-10-27
-58.47011035,-34.68495143,527193,Lineal,8,435,Fragata 25 de mayo,5900-6000,3045.0,Exacta,Melia azedarach,7.2,Ocupada,,,52.0,6.0,2006-05-13
-58.47011035,-34.68495143,527194,Lineal,8,435,Fragata 25 de mayo,5900-6000,3045.0,LD1,Melia azedarach,7.2,Ocupada,,,34.0,6.0,2021-02-05
-58.47003565,-34.68488598,527195,Lineal,8,435,Fragata 25 de mayo,5900-6000,3045.0,Exacta,Jacaranda mimosifolia,7.2,Ocupada,,,41.0,4.0,2007-12-06
-58.47003565,-34.68488598,527196,Lineal,8,435,Fragata 25 de mayo,5900-6000,3045.0,LD1,Fraxinus pennsylvanica,7.2,Ocupada,,,6.0,5.0,2011-01-20
-58.46996063,-34.68482026,527197,Lineal,8,435,Fragata 25 de mayo,5900-6000,3045.0,Exacta,Fraxinus pennsylvanica,7.2,Ocupada,,,73.0,4.0,2005-05-15
-58.46996063,-34.68482026,527198,Lineal,8,435,Fragata 25 de mayo,5900-6000,3045.0,LD1,Fraxinus pennsylvanica,7.2,Ocupada,,,17.0,3.0,2020-03-15
-58.46988544,-34.68475438,527199,Lineal,8,435,Fragata 25 de mayo,5900-6000,3045.0,Exacta,Fraxinus excelsior,7.2,Ocupada,,,67.0,7.0,2001-06-14
-58.46973666,-34.68462403,527200,Lineal,8,435,Fragata 25 de mayo,5900-6000,3045.0,Exacta,Ligustrum lucidum f. aureovariegata,7.2,Ocupada,,,17.0,3.0,2000-08-22
-58.46966075,-34.68455752,527201,Lineal,8,435,Fragata 25 de mayo,5900-6000,3045.0,Exacta,Ligustrum lucidum f. aureovariegata,7.2,Ocupada,,,19.0,4.0,2002-05-12
-58.46966075,-34.68455752,527202,Lineal,8,435,Fragata 25 de mayo,5900-6000,3045.0,LD1,Ligustrum lucidum f. aureovariegata,7.2,Ocupada,,,17.0,3.0,2009-04-03
-58.46966075,-34.68455752,527203,Lineal,8,435,Fragata 25 de mayo,5900-6000,3045.0,LD2,Robinia pseudoacacia,7.2,Ocupada,,,38.0,5.0,2005-10-11
-58.46966075,-34.68455752,527204,Lineal,8,435,Fragata 25 de mayo,5900-6000,3045.0,LD3,Tilia x moltkei,7.2,Ocupada,,,38.0,14.0,2019-05-31
-58.46966075,-34.68455752,527205,Lineal,8,435,Fragata 25 de mayo,5900-6000,3045.0,LD4,Tilia x moltkei,7.2,Ocupada,,,39.0,14.0,2002-08-14
-58.46966075,-34.68455752,527206,Lineal,8,435,Fragata 25 de mayo,5900-6000,3045.0,LD5,Ficus benjamina,7.2,Ocupada,,,10.0,6.0,2003-10-22
-58.46929137,-34.68436434,527207,Lineal,8,435,Cafayate,4900,3045.0,Exacta,Tilia x moltkei,10,Ocupada,,,40.0,14.0,2009-06-05
-58.46929137,-34.68436434,527208,Lineal,8,435,Cafayate,4900,3045.0,LA1,Cupressus sp.,10,Ocupada,,,22.0,6.0,2022-09-09
-58.46929137,-34.68436434,527209,Lineal,8,435,Cafayate,4900,3045.0,LA2,Tilia x moltkei,10,Ocupada,,,40.0,14.0,2005-07-03
-58.46929137,-34.68436434,527210,Lineal,8,435,Cafayate,4900,3045.0,LA3,Tilia x moltkei,10,Ocupada,,,34.0,14.0,2017-03-04
-58.46921198,-34.68442627,527211,Lineal,8,435,Cafayate,4900,3045.0,Exacta,Eriobotrya japonica,10,Ocupada,,,13.0,6.0,2012-10-07
-58.46921198,-34.68442627,527212,Lineal,8,435,Cafayate,4900,3045.0,LA1,Tilia x moltkei,10,Ocupada,,,19.0,9.0,2006-11-02
-58.46921198,-34.68442627,527213,Lineal,8,435,Cafayate,4900,3045.0,LA2,Fraxinus pennsylvanica,10,Ocupada,,,51.0,14.0,2008-10-15
-58.46921198,-34.68442627,527214,Lineal,8,435,Cafayate,4900,3045.0,LA3,Tilia x moltkei,10,Ocupada,,,37.0,14.0,2007-10-19
-58.46921198,-34.68442627,527215,Lineal,8,435,Cafayate,4900,3045.0,LA4,Tilia x moltkei,10,Ocupada,,,33.0,14.0,2005-02-18
-58.46913226,-34.68448845,527216,Lineal,8,435,Cafayate,4900,3045.0,Exacta,Fraxinus pennsylvanica,10,Ocupada,,,35.0,14.0,2011-12-10
-58.46913226,-34.68448845,527217,Lineal,8,435,Cafayate,4900,3045.0,LA1,Tilia x moltkei,10,Ocupada,,,36.0,14.0,2013-04-04
-58.46913226,-34.68448845,527218,Lineal,8,435,Cafayate,4900,3045.0,LA2,Liquidambar styraciflua,10,Ocupada,,,41.0,12.0,2016-09-21
-58.46913226,-34.68448845,527219,Lineal,8,435,Cafayate,4900,3045.0,LA3,Liquidambar styraciflua,10,Ocupada,,,43.0,10.0,2003-12-16
-58.46905267,-34.68455054,527220,Lineal,8,435,Cafayate,4900,3045.0,Exacta,Fraxinus pennsylvanica,10,Ocupada,,,22.0,8.0,2010-12-26
-58.46905267,-34.68455054,527221,Lineal,8,435,Cafayate,4900,3045.0,LA1,Myoporum tenuifolium,10,Ocupada,,,28.0,6.0,2005-07-29
-58.46930278,-34.68485122,527222,Lineal,8,435,BergantÃÂ­n Gral. Balcarce,5900,3045.0,Exacta,Duranta erecta,2,Ocupada,,,7.0,3.0,2022-01-15
-58.46930278,-34.68485122,527223,Lineal,8,435,BergantÃÂ­n Gral. Balcarce,5900,3046.0,LA1,Ficus benjamina,2,Ocupada,,,17.0,3.0,2003-11-25
-58.46933922,-34.68488273,527224,Lineal,8,435,BergantÃÂ­n Gral. Balcarce,5900,3046.0,Exacta,Ligustrum lucidum f. aureovariegata,2,Ocupada,,,15.0,3.0,2013-05-31
-58.46933922,-34.68488273,527225,Lineal,8,435,BergantÃÂ­n Gral. Balcarce,5900,3046.0,LA1,Tilia x moltkei,2,Ocupada,,,29.0,5.0,2005-10-08
-58.46933922,-34.68488273,527226,Lineal,8,435,BergantÃÂ­n Gral. Balcarce,5900,3046.0,LA2,Tilia x moltkei,2,Ocupada,,,32.0,5.0,2002-09-20
-58.4694517,-34.68509303,527227,Lineal,8,435,BergantÃÂ­n Gral. Balcarce,5900,3046.0,Exacta,Fraxinus pennsylvanica,2,Ocupada,,,40.0,5.0,2007-11-21
-58.4694517,-34.68509303,527228,Lineal,8,435,BergantÃÂ­n Gral. Balcarce,5900,3046.0,LA1,Callistemon rigidus,2,Ocupada,,,28.0,8.0,2000-06-09
-58.4694517,-34.68509303,527229,Lineal,8,435,BergantÃÂ­n Gral. Balcarce,5900,3046.0,LA2,Fraxinus pennsylvanica,2,Ocupada,,,52.0,5.0,2010-04-12
-58.4694517,-34.68509303,527230,Lineal,8,435,BergantÃÂ­n Gral. Balcarce,5900,3046.0,LA3,Ligustrum lucidum f. aureovariegata,2,Ocupada,,,29.0,8.0,2004-08-14
-58.46952673,-34.68515905,527231,Lineal,8,435,BergantÃÂ­n Gral. Balcarce,5900,3046.0,Exacta,Tecoma stans,2,Ocupada,,,25.0,6.0,2005-01-04
-58.46952673,-34.68515905,527232,Lineal,8,435,BergantÃÂ­n Gral. Balcarce,5900,3046.0,LA1,Ficus benjamina,2,Ocupada,,,28.0,7.0,2002-09-21
-58.46952673,-34.68515905,527233,Lineal,8,435,BergantÃÂ­n Gral. Balcarce,5900,3046.0,LA2,Tilia x moltkei,2,Ocupada,,,27.0,11.0,2001-09-10
-58.46960121,-34.68522458,527234,Lineal,8,435,BergantÃÂ­n Gral. Balcarce,5900,3046.0,Exacta,Tilia x moltkei,2,Ocupada,,,24.0,10.0,2022-10-04
-58.46960121,-34.68522458,527235,Lineal,8,435,BergantÃÂ­n Gral. Balcarce,5900,3046.0,LA1,Ligustrum lucidum f. aureovariegata,2,Ocupada,,,23.0,4.0,2016-03-18
-58.46967552,-34.68528996,527236,Lineal,8,435,BergantÃÂ­n Gral. Balcarce,5900,3046.0,Exacta,Melia azedarach,2,Ocupada,,,50.0,4.0,2003-05-24
-58.46967552,-34.68528996,527237,Lineal,8,435,BergantÃÂ­n Gral. Balcarce,5900,3046.0,LA1,Ligustrum lucidum f. aureovariegata,2,Ocupada,,,28.0,4.0,2000-12-13
-58.46976889,-34.68537211,527238,Lineal,8,435,BergantÃÂ­n Gral. Balcarce,5900,3046.0,Exacta,No identificado,2,Ocupada,,,59.0,3.0,2012-01-19
-58.46982464,-34.68542117,527239,Lineal,8,435,BergantÃÂ­n Gral. Balcarce,5900,3046.0,Exacta,Ficus benjamina,2,Ocupada,,,30.0,5.0,2010-09-22
-58.46982464,-34.68542117,527240,Lineal,8,435,BergantÃÂ­n Gral. Balcarce,5900,3046.0,Exacta,Melia azedarach,2,Ocupada,,,61.0,5.0,2002-03-05
-58.46990123,-34.68548505,527241,Lineal,8,435,BergantÃÂ­n Gral. Balcarce,5900,3046.0,Exacta,Quercus robur,2,Ocupada,,,6.0,2.0,2011-08-23
-58.46990123,-34.68548505,527242,Lineal,8,435,BergantÃÂ­n Gral. Balcarce,5900,3046.0,LA1,Fraxinus pennsylvanica,2,Ocupada,,,24.0,7.0,2015-12-12
-58.46990123,-34.68548505,527243,Lineal,8,435,BergantÃÂ­n Gral. Balcarce,5900,3046.0,LA2,Fraxinus pennsylvanica,2,Ocupada,,,22.0,6.0,2014-07-21
-58.46990123,-34.68548505,527244,Lineal,8,435,BergantÃÂ­n Gral. Balcarce,5900,3046.0,LA3,Populus alba,2,Ocupada,,,26.0,7.0,2008-05-29
-58.46932393,-34.68505069,527245,Lineal,8,435,Falucho San Luis,4900,3046.0,Exacta,Ligustrum lucidum,7.2,Ocupada,,,59.0,5.0,2002-09-23
-58.46932393,-34.68505069,527246,Lineal,8,435,Falucho San Luis,4900,3046.0,Exacta,Fraxinus pennsylvanica,7.2,Ocupada,,,28.0,6.0,2002-01-23
-58.46924436,-34.68511279,527247,Lineal,8,435,Falucho San Luis,4900,3046.0,Exacta,Fraxinus pennsylvanica,7.2,Ocupada,,,30.0,8.0,2012-10-28
-58.46924436,-34.68511279,527248,Lineal,8,435,Falucho San Luis,4900,3046.0,Exacta,Fraxinus pennsylvanica,7.2,Ocupada,,,28.0,6.0,2003-03-12
-58.46924436,-34.68511279,527249,Lineal,8,435,Falucho San Luis,4900,3046.0,Exacta,Fraxinus pennsylvanica,7.2,Ocupada,,,33.0,8.0,2002-08-25
-58.46924436,-34.68511279,527250,Lineal,8,435,Falucho San Luis,4900,3046.0,Exacta,Fraxinus pennsylvanica,7.2,Ocupada,,,24.0,7.0,2012-10-09
-58.46916501,-34.68517472,527251,Lineal,8,435,Falucho San Luis,4900,3046.0,Exacta,Fraxinus pennsylvanica,7.2,Ocupada,,,14.0,6.0,2021-08-03
-58.46916501,-34.68517472,527252,Lineal,8,435,Falucho San Luis,4900,3046.0,Exacta,No identificado,7.2,Ocupada,,,28.0,5.0,2002-04-07
-58.46916501,-34.68517472,527253,Lineal,8,435,Falucho San Luis,4900,3046.0,Exacta,Syagrus romanzoffiana,7.2,Ocupada,,,30.0,8.0,2002-02-24
-58.46908649,-34.68523601,527254,Lineal,8,435,Falucho San Luis,4900,3046.0,Exacta,Cocus nucifera,7.2,Ocupada,,,96.0,4.0,2014-10-31
-58.46908649,-34.68523601,527255,Lineal,8,435,Falucho San Luis,4900,3046.0,Exacta,Populus deltoides,7.2,Ocupada,,,24.0,5.0,2012-06-16
-58.46900722,-34.68529787,527256,Lineal,8,435,Falucho San Luis,4900,3046.0,Exacta,Schinus molle,7.2,Ocupada,,,4.0,2.0,2017-04-29
-58.46900722,-34.68529787,527257,Lineal,8,435,Falucho San Luis,4900,3046.0,Exacta,Syagrus romanzoffiana,7.2,Ocupada,,,4.0,2.0,2009-07-13
-58.46892766,-34.68535997,527258,Lineal,8,435,Falucho San Luis,4900,3046.0,Exacta,Ficus benjamina,7.2,Ocupada,,,9.0,2.0,2010-03-28
-58.46900722,-34.68529787,527259,Lineal,8,435,Falucho San Luis,4900,3046.0,Exacta,Fraxinus pennsylvanica,7.2,Ocupada,,,5.0,2.0,2008-08-02
-58.46832757,-34.68509541,527260,Lineal,8,435,Bergantin EchagÃÂ¼e,6000,3046.0,Exacta,Cupressus sp.,7.2,Ocupada,,,21.0,5.0,2001-03-09
-58.46832757,-34.68509541,527261,Lineal,8,435,Bergantin EchagÃÂ¼e,6000,3046.0,Exacta,Ficus benjamina,7.2,Ocupada,,,8.0,3.0,2011-07-28
-58.46832757,-34.68509541,527262,Lineal,8,435,Bergantin EchagÃÂ¼e,6000,3047.0,Exacta,Catalpa bignonioides,7.2,Ocupada,,,17.0,4.0,2001-04-18
-58.46832757,-34.68509541,527263,Lineal,8,435,Bergantin EchagÃÂ¼e,6000,3047.0,Exacta,Persea americana,7.2,Ocupada,,,6.0,4.0,2009-07-07
-58.46832757,-34.68509541,527264,Lineal,8,435,Bergantin EchagÃÂ¼e,6000,3047.0,Exacta,Syagrus romanzoffiana,7.2,Ocupada,,,31.0,12.0,2006-12-25
-58.46832757,-34.68509541,527265,Lineal,8,435,Bergantin EchagÃÂ¼e,6000,3047.0,Exacta,No identificado,7.2,Ocupada,,,26.0,5.0,2002-11-03
-58.46849822,-34.68498325,527266,Lineal,8,435,Cafayate,4900,3047.0,Exacta,Ligustrum lucidum f. aureovariegata,3.2,Ocupada,Regular,A Nivel,11.0,3.0,2003-02-25
-58.46857762,-34.68492132,527267,Lineal,8,435,Cafayate,4900,3047.0,Exacta,Fraxinus pennsylvanica,3.2,Ocupada,Regular,A Nivel,31.0,8.0,2011-04-19
-58.46865656,-34.68485974,527268,Lineal,8,435,Cafayate,4900,3047.0,Exacta,Ficus benjamina,3.2,Ocupada,Regular,A Nivel,29.0,6.0,2000-11-06
-58.46873565,-34.68479805,527269,Lineal,8,435,Cafayate,4900,3047.0,Exacta,Fraxinus pennsylvanica,3.2,Ocupada,Regular,A Nivel,35.0,7.0,2003-04-27
-58.468815,-34.68473615,527270,Lineal,8,435,Cafayate,4900,3047.0,Exacta,Ficus benjamina,3.2,Ocupada,Regular,A Nivel,40.0,4.0,2018-09-17
-58.468815,-34.68473615,527272,Lineal,8,435,Cafayate,4900,3047.0,LD2,Ficus benjamina,3.2,Ocupada,Regular,EL,7.0,2.0,2018-10-21
-58.46860868,-34.68560604,527275,Lineal,8,435,Falucho San Luis,5000,3047.0,Exacta,Persea americana,7.2,Ocupada,Regular,A nivel,8.0,3.0,2013-01-02
-58.46860868,-34.68560604,527276,Lineal,8,435,Falucho San Luis,5000,3047.0,Exacta,Ligustrum lucidum,7.2,Ocupada,Regular,A nivel,37.0,6.0,2005-07-02
-58.46860868,-34.68560604,527277,Lineal,8,435,Falucho San Luis,5000,3047.0,Exacta,Lagerstroemia indica,7.2,Ocupada,Regular,A nivel,11.0,2.0,2006-03-05
-58.46852971,-34.68566767,527279,Lineal,8,435,Falucho San Luis,5000,3047.0,Exacta,Tilia x moltkei,7.2,Ocupada,Regular,A nivel,42.0,11.0,2006-03-11
-58.46852971,-34.68566767,527280,Lineal,8,435,Falucho San Luis,5000,3047.0,Exacta,Casuarina cunninghamiana,7.2,Ocupada,Regular,A nivel,67.0,11.0,2004-01-25
